RX Date/Time,Voltage(field 1)
2023/07/18/ 10:23:45::114,57763,2.49
2023/07/18/ 10:23:45::136,57789,2.94
2023/07/18/ 10:23:45::162,57815,2.75
2023/07/18/ 10:23:45::185,57840,2.99
2023/07/18/ 10:23:45::217,57866,2.38
2023/07/18/ 10:23:45::241,57891,2.26
2023/07/18/ 10:23:45::260,57917,2.77
2023/07/18/ 10:23:45::288,57943,2.85
2023/07/18/ 10:23:45::319,57968,2.63
2023/07/18/ 10:23:45::340,57994,2.71
2023/07/18/ 10:23:45::364,58020,2.31
2023/07/18/ 10:23:45::390,58046,2.64
2023/07/18/ 10:23:45::437,58072,2.47
2023/07/18/ 10:23:45::444,58097,2.78
2023/07/18/ 10:23:45::469,58123,2.40
2023/07/18/ 10:23:45::493,58148,2.49
2023/07/18/ 10:23:45::522,58174,2.65
2023/07/18/ 10:23:45::546,58200,2.58
2023/07/18/ 10:23:45::571,58225,2.57
2023/07/18/ 10:23:45::601,58251,2.61
2023/07/18/ 10:23:45::624,58276,2.54
2023/07/18/ 10:23:45::652,58302,2.65
2023/07/18/ 10:23:45::672,58329,2.66
2023/07/18/ 10:23:45::699,58354,2.60
2023/07/18/ 10:23:45::726,58380,2.49
2023/07/18/ 10:23:45::755,58405,2.35
2023/07/18/ 10:23:45::773,58431,2.58
2023/07/18/ 10:23:45::802,58457,2.52
2023/07/18/ 10:23:45::826,58482,2.77
2023/07/18/ 10:23:45::873,58508,2.36
2023/07/18/ 10:23:45::879,58533,2.53
2023/07/18/ 10:23:45::906,58559,2.84
2023/07/18/ 10:23:45::929,58585,2.86
2023/07/18/ 10:23:45::973,58610,2.48
2023/07/18/ 10:23:45::982,58636,2.64
2023/07/18/ 10:23:46::007,58662,2.76
2023/07/18/ 10:23:46::032,58688,2.60
2023/07/18/ 10:23:46::055,58714,2.83
2023/07/18/ 10:23:46::090,58739,2.58
2023/07/18/ 10:23:46::111,58765,2.29
2023/07/18/ 10:23:46::134,58790,2.44
2023/07/18/ 10:23:46::162,58816,2.61
2023/07/18/ 10:23:46::194,58842,2.45
2023/07/18/ 10:23:46::212,58867,2.34
2023/07/18/ 10:23:46::238,58893,2.76
2023/07/18/ 10:23:46::260,58918,2.47
2023/07/18/ 10:23:46::314,58944,2.51
2023/07/18/ 10:23:46::318,58971,2.65
2023/07/18/ 10:23:46::338,58996,2.87
2023/07/18/ 10:23:46::369,59022,2.67
2023/07/18/ 10:23:46::392,59047,3.05
2023/07/18/ 10:23:46::419,59073,2.49
2023/07/18/ 10:23:46::442,59099,2.52
2023/07/18/ 10:23:46::474,59124,2.36
2023/07/18/ 10:23:46::495,59150,2.71
2023/07/18/ 10:23:46::529,59175,2.42
2023/07/18/ 10:23:46::549,59201,2.76
2023/07/18/ 10:23:46::575,59227,2.58
2023/07/18/ 10:23:46::601,59252,2.49
2023/07/18/ 10:23:46::636,59279,2.57
2023/07/18/ 10:23:46::645,59304,2.84
2023/07/18/ 10:23:46::677,59330,2.65
2023/07/18/ 10:23:46::701,59356,2.18
2023/07/18/ 10:23:46::740,59381,2.41
2023/07/18/ 10:23:46::749,59407,2.65
2023/07/18/ 10:23:46::779,59432,2.63
2023/07/18/ 10:23:46::802,59458,2.55
2023/07/18/ 10:23:46::826,59484,2.75
2023/07/18/ 10:23:46::859,59509,2.48
2023/07/18/ 10:23:46::879,59535,2.68
2023/07/18/ 10:23:46::906,59560,2.94
2023/07/18/ 10:23:46::929,59586,2.40
2023/07/18/ 10:23:46::959,59613,2.51
2023/07/18/ 10:23:46::982,59638,2.66
2023/07/18/ 10:23:47::008,59664,2.39
2023/07/18/ 10:23:47::034,59689,2.62
2023/07/18/ 10:23:47::064,59715,2.67
2023/07/18/ 10:23:47::083,59741,2.51
2023/07/18/ 10:23:47::111,59766,3.09
2023/07/18/ 10:23:47::133,59792,2.46
2023/07/18/ 10:23:47::180,59817,2.52
2023/07/18/ 10:23:47::188,59843,2.40
2023/07/18/ 10:23:47::212,59869,2.78
2023/07/18/ 10:23:47::236,59894,2.65
2023/07/18/ 10:23:47::265,59921,2.32
2023/07/18/ 10:23:47::291,59947,2.89
2023/07/18/ 10:23:47::314,59972,2.78
2023/07/18/ 10:23:47::344,59998,2.67
2023/07/18/ 10:23:47::369,60023,2.56
2023/07/18/ 10:23:47::400,60049,2.79
2023/07/18/ 10:23:47::422,60075,2.54
2023/07/18/ 10:23:47::444,60100,2.58
2023/07/18/ 10:23:47::471,60126,2.80
2023/07/18/ 10:23:47::502,60151,2.41
2023/07/18/ 10:23:47::521,60177,2.55
2023/07/18/ 10:23:47::548,60203,2.61
2023/07/18/ 10:23:47::574,60228,2.66
2023/07/18/ 10:23:47::615,60255,2.72
2023/07/18/ 10:23:47::622,60280,2.94
2023/07/18/ 10:23:47::649,60306,2.80
2023/07/18/ 10:23:47::674,60332,2.38
2023/07/18/ 10:23:47::699,60357,2.54
2023/07/18/ 10:23:47::731,60383,2.92
2023/07/18/ 10:23:47::753,60408,2.75
2023/07/18/ 10:23:47::775,60434,2.08
2023/07/18/ 10:23:47::802,60460,2.70
2023/07/18/ 10:23:47::836,60485,2.35
2023/07/18/ 10:23:47::861,60511,2.72
2023/07/18/ 10:23:47::879,60536,2.74
2023/07/18/ 10:23:47::908,60563,2.74
2023/07/18/ 10:23:47::948,60589,2.79
2023/07/18/ 10:23:47::955,60614,2.89
2023/07/18/ 10:23:47::983,60640,2.63
2023/07/18/ 10:23:48::008,60665,2.53
2023/07/18/ 10:23:48::041,60691,2.41
2023/07/18/ 10:23:48::070,60717,2.76
2023/07/18/ 10:23:48::084,60742,2.76
2023/07/18/ 10:23:48::107,60768,2.74
2023/07/18/ 10:23:48::140,60793,2.94
2023/07/18/ 10:23:48::163,60819,2.36
2023/07/18/ 10:23:48::188,60845,2.70
2023/07/18/ 10:23:48::219,60871,2.16
2023/07/18/ 10:23:48::239,60897,2.83
2023/07/18/ 10:23:48::269,60922,2.53
2023/07/18/ 10:23:48::291,60948,2.57
2023/07/18/ 10:23:48::320,60974,2.74
2023/07/18/ 10:23:48::340,60999,2.57
2023/07/18/ 10:23:48::381,61025,2.49
2023/07/18/ 10:23:48::391,61050,2.65
2023/07/18/ 10:23:48::421,61076,2.40
2023/07/18/ 10:23:48::443,61102,2.80
2023/07/18/ 10:23:48::468,61127,2.62
2023/07/18/ 10:23:48::496,61153,1.77
2023/07/18/ 10:23:48::524,61178,2.52
2023/07/18/ 10:23:48::548,61205,2.61
2023/07/18/ 10:23:48::574,61231,2.79
2023/07/18/ 10:23:48::600,61256,2.93
2023/07/18/ 10:23:48::627,61282,2.70
2023/07/18/ 10:23:48::652,61307,2.81
2023/07/18/ 10:23:48::674,61333,2.42
2023/07/18/ 10:23:48::706,61359,2.67
2023/07/18/ 10:23:48::729,61384,2.87
2023/07/18/ 10:23:48::753,61410,2.71
2023/07/18/ 10:23:48::776,61435,2.68
2023/07/18/ 10:23:48::826,61461,2.46
2023/07/18/ 10:23:48::833,61487,2.24
2023/07/18/ 10:23:48::855,61513,2.70
2023/07/18/ 10:23:48::879,61539,2.56
2023/07/18/ 10:23:48::908,61564,2.59
2023/07/18/ 10:23:48::933,61590,2.98
2023/07/18/ 10:23:48::955,61616,2.90
2023/07/18/ 10:23:48::982,61641,2.68
2023/07/18/ 10:23:49::011,61667,2.82
2023/07/18/ 10:23:49::039,61692,2.65
2023/07/18/ 10:23:49::061,61718,2.65
2023/07/18/ 10:23:49::090,61744,2.89
2023/07/18/ 10:23:49::116,61769,2.54
2023/07/18/ 10:23:49::141,61795,2.59
2023/07/18/ 10:23:49::164,61820,2.79
2023/07/18/ 10:23:49::190,61847,2.43
2023/07/18/ 10:23:49::213,61873,2.58
2023/07/18/ 10:23:49::262,61898,2.61
2023/07/18/ 10:23:49::267,61924,2.46
2023/07/18/ 10:23:49::295,61949,2.66
2023/07/18/ 10:23:49::319,61975,2.52
2023/07/18/ 10:23:49::343,62001,2.59
2023/07/18/ 10:23:49::368,62026,2.41
2023/07/18/ 10:23:49::397,62052,2.69
2023/07/18/ 10:23:49::420,62077,2.52
2023/07/18/ 10:23:49::446,62103,2.72
2023/07/18/ 10:23:49::489,62129,2.63
2023/07/18/ 10:23:49::498,62155,2.46
2023/07/18/ 10:23:49::523,62181,2.46
2023/07/18/ 10:23:49::545,62206,2.61
2023/07/18/ 10:23:49::593,62232,2.83
2023/07/18/ 10:23:49::605,62258,2.59
2023/07/18/ 10:23:49::626,62283,2.57
2023/07/18/ 10:23:49::649,62309,2.38
2023/07/18/ 10:23:49::692,62334,2.41
2023/07/18/ 10:23:49::702,62360,2.49
2023/07/18/ 10:23:49::727,62386,2.58
2023/07/18/ 10:23:49::753,62411,2.69
2023/07/18/ 10:23:49::782,62437,2.26
2023/07/18/ 10:23:49::808,62464,2.43
2023/07/18/ 10:23:49::828,62489,2.55
2023/07/18/ 10:23:49::855,62515,2.62
2023/07/18/ 10:23:49::887,62540,2.36
2023/07/18/ 10:23:49::915,62566,2.60
2023/07/18/ 10:23:49::933,62592,2.39
2023/07/18/ 10:23:49::957,62617,2.84
2023/07/18/ 10:23:49::987,62643,2.52
2023/07/18/ 10:23:50::018,62668,2.65
2023/07/18/ 10:23:50::035,62694,2.63
2023/07/18/ 10:23:50::065,62720,2.51
2023/07/18/ 10:23:50::086,62745,2.59
2023/07/18/ 10:23:50::131,62771,2.34
2023/07/18/ 10:23:50::138,62797,2.26
2023/07/18/ 10:23:50::168,62823,2.59
2023/07/18/ 10:23:50::191,62849,2.46
2023/07/18/ 10:23:50::213,62874,2.31
2023/07/18/ 10:23:50::241,62900,2.53
2023/07/18/ 10:23:50::268,62925,2.61
2023/07/18/ 10:23:50::293,62951,2.46
2023/07/18/ 10:23:50::317,62977,2.73
2023/07/18/ 10:23:50::349,63002,2.70
2023/07/18/ 10:23:50::371,63028,2.90
2023/07/18/ 10:23:50::393,63053,2.57
2023/07/18/ 10:23:50::420,63079,2.72
2023/07/18/ 10:23:50::457,63106,2.60
2023/07/18/ 10:23:50::474,63131,2.69
2023/07/18/ 10:23:50::498,63157,2.73
2023/07/18/ 10:23:50::521,63182,2.36
2023/07/18/ 10:23:50::552,63208,2.46
2023/07/18/ 10:23:50::576,63234,2.37
2023/07/18/ 10:23:50::601,63259,2.46
2023/07/18/ 10:23:50::622,63285,2.50
2023/07/18/ 10:23:50::653,63310,2.62
2023/07/18/ 10:23:50::685,63336,2.50
2023/07/18/ 10:23:50::701,63362,2.57
2023/07/18/ 10:23:50::728,63387,2.40
2023/07/18/ 10:23:50::758,63414,2.34
2023/07/18/ 10:23:50::787,63439,2.58
2023/07/18/ 10:23:50::804,63465,2.73
2023/07/18/ 10:23:50::829,63491,2.78
2023/07/18/ 10:23:50::856,63516,2.46
2023/07/18/ 10:23:50::904,63542,2.68
2023/07/18/ 10:23:50::909,63567,2.60
2023/07/18/ 10:23:50::937,63593,2.87
2023/07/18/ 10:23:50::959,63619,2.36
2023/07/18/ 10:23:50::986,63644,2.36
2023/07/18/ 10:23:51::010,63670,2.62
2023/07/18/ 10:23:51::040,63695,2.91
2023/07/18/ 10:23:51::063,63722,2.79
2023/07/18/ 10:23:51::089,63748,2.58
2023/07/18/ 10:23:51::126,63773,2.44
2023/07/18/ 10:23:51::139,63799,1.97
2023/07/18/ 10:23:51::166,63824,2.75
2023/07/18/ 10:23:51::187,63850,2.59
2023/07/18/ 10:23:51::229,63876,2.27
2023/07/18/ 10:23:51::243,63901,2.57
2023/07/18/ 10:23:51::265,63927,2.74
2023/07/18/ 10:23:51::292,63952,2.88
2023/07/18/ 10:23:51::331,63978,2.30
2023/07/18/ 10:23:51::343,64004,2.77
2023/07/18/ 10:23:51::370,64030,2.54
2023/07/18/ 10:23:51::393,64056,2.31
2023/07/18/ 10:23:51::426,64081,2.55
2023/07/18/ 10:23:51::449,64107,2.62
2023/07/18/ 10:23:51::475,64133,2.51
2023/07/18/ 10:23:51::496,64158,2.66
2023/07/18/ 10:23:51::527,64184,2.49
2023/07/18/ 10:23:51::558,64209,2.70
2023/07/18/ 10:23:51::576,64235,2.55
2023/07/18/ 10:23:51::601,64261,2.61
2023/07/18/ 10:23:51::631,64286,2.93
2023/07/18/ 10:23:51::670,64312,2.97
2023/07/18/ 10:23:51::677,64337,2.86
2023/07/18/ 10:23:51::702,64364,2.91
2023/07/18/ 10:23:51::732,64390,2.62
2023/07/18/ 10:23:51::775,64415,2.80
2023/07/18/ 10:23:51::782,64441,2.69
2023/07/18/ 10:23:51::813,64466,2.38
2023/07/18/ 10:23:51::831,64492,2.67
2023/07/18/ 10:23:51::857,64518,2.66
2023/07/18/ 10:23:51::886,64543,2.61
2023/07/18/ 10:23:51::913,64569,2.16
2023/07/18/ 10:23:51::933,64594,2.64
2023/07/18/ 10:23:51::960,64620,2.64
2023/07/18/ 10:23:51::993,64646,2.53
2023/07/18/ 10:23:52::015,64671,2.85
2023/07/18/ 10:23:52::038,64698,2.59
2023/07/18/ 10:23:52::063,64723,2.65
2023/07/18/ 10:23:52::111,64749,2.62
2023/07/18/ 10:23:52::120,64775,2.48
2023/07/18/ 10:23:52::141,64800,2.80
2023/07/18/ 10:23:52::166,64826,2.54
2023/07/18/ 10:23:52::207,64851,2.50
2023/07/18/ 10:23:52::218,64877,2.35
2023/07/18/ 10:23:52::243,64903,2.62
2023/07/18/ 10:23:52::268,64928,2.76
2023/07/18/ 10:23:52::296,64954,2.53
2023/07/18/ 10:23:52::321,64979,2.51
2023/07/18/ 10:23:52::346,65005,2.23
2023/07/18/ 10:23:52::367,65032,2.63
2023/07/18/ 10:23:52::399,65057,2.59
2023/07/18/ 10:23:52::428,65083,2.33
2023/07/18/ 10:23:52::448,65108,2.50
2023/07/18/ 10:23:52::472,65134,2.42
2023/07/18/ 10:23:52::503,65160,2.34
2023/07/18/ 10:23:52::536,65185,2.61
2023/07/18/ 10:23:52::547,65211,2.50
2023/07/18/ 10:23:52::574,65236,2.88
2023/07/18/ 10:23:52::605,65262,2.68
2023/07/18/ 10:23:52::644,65288,2.46
2023/07/18/ 10:23:52::653,65313,2.77
2023/07/18/ 10:23:52::684,65340,2.57
2023/07/18/ 10:23:52::708,65366,2.51
2023/07/18/ 10:23:52::728,65391,2.35
2023/07/18/ 10:23:52::755,65417,2.63
2023/07/18/ 10:23:52::783,65442,2.63
2023/07/18/ 10:23:52::808,65468,2.56
2023/07/18/ 10:23:52::833,65494,2.47
2023/07/18/ 10:23:52::870,65519,2.76
2023/07/18/ 10:23:52::885,65545,2.67
2023/07/18/ 10:23:52::911,65570,2.56
2023/07/18/ 10:23:52::936,65596,2.67
2023/07/18/ 10:23:52::976,65622,2.89
2023/07/18/ 10:23:52::988,65647,2.58
2023/07/18/ 10:23:53::012,65674,2.58
2023/07/18/ 10:23:53::038,65699,2.60
2023/07/18/ 10:23:53::059,65725,2.69
2023/07/18/ 10:23:53::093,65751,2.61
2023/07/18/ 10:23:53::113,65776,2.33
2023/07/18/ 10:23:53::140,65802,2.41
2023/07/18/ 10:23:53::171,65827,2.29
2023/07/18/ 10:23:53::194,65853,2.78
2023/07/18/ 10:23:53::216,65879,2.77
2023/07/18/ 10:23:53::241,65904,2.59
2023/07/18/ 10:23:53::270,65930,2.99
2023/07/18/ 10:23:53::304,65955,2.55
2023/07/18/ 10:23:53::319,65981,2.76
2023/07/18/ 10:23:53::345,66008,2.21
2023/07/18/ 10:23:53::376,66033,2.75
2023/07/18/ 10:23:53::414,66059,2.55
2023/07/18/ 10:23:53::421,66084,2.64
2023/07/18/ 10:23:53::448,66110,3.06
2023/07/18/ 10:23:53::478,66136,2.50
2023/07/18/ 10:23:53::497,66161,2.72
2023/07/18/ 10:23:53::526,66187,2.78
2023/07/18/ 10:23:53::547,66212,2.36
2023/07/18/ 10:23:53::579,66238,2.44
2023/07/18/ 10:23:53::602,66264,2.31
2023/07/18/ 10:23:53::631,66289,2.83
2023/07/18/ 10:23:53::658,66316,2.73
2023/07/18/ 10:23:53::680,66341,2.38
2023/07/18/ 10:23:53::706,66367,2.84
2023/07/18/ 10:23:53::744,66393,2.40
2023/07/18/ 10:23:53::758,66418,2.51
2023/07/18/ 10:23:53::781,66444,2.60
2023/07/18/ 10:23:53::805,66469,2.41
2023/07/18/ 10:23:53::851,66495,2.65
2023/07/18/ 10:23:53::863,66521,2.56
2023/07/18/ 10:23:53::883,66546,2.56
2023/07/18/ 10:23:53::912,66572,2.78
2023/07/18/ 10:23:53::934,66597,2.75
2023/07/18/ 10:23:53::966,66624,2.65
2023/07/18/ 10:23:53::986,66650,2.58
2023/07/18/ 10:23:54::013,66675,2.51
2023/07/18/ 10:23:54::039,66701,2.56
2023/07/18/ 10:23:54::067,66726,2.79
2023/07/18/ 10:23:54::091,66752,2.80
2023/07/18/ 10:23:54::114,66778,2.71
2023/07/18/ 10:23:54::143,66803,2.59
2023/07/18/ 10:23:54::169,66829,2.80
2023/07/18/ 10:23:54::193,66854,2.58
2023/07/18/ 10:23:54::217,66880,2.45
2023/07/18/ 10:23:54::247,66906,2.38
2023/07/18/ 10:23:54::268,66931,2.55
2023/07/18/ 10:23:54::298,66958,2.73
2023/07/18/ 10:23:54::320,66983,2.56
2023/07/18/ 10:23:54::351,67009,2.27
2023/07/18/ 10:23:54::372,67035,2.73
2023/07/18/ 10:23:54::398,67060,1.96
2023/07/18/ 10:23:54::421,67086,2.62
2023/07/18/ 10:23:54::450,67111,2.50
2023/07/18/ 10:23:54::476,67137,2.76
2023/07/18/ 10:23:54::507,67163,2.56
2023/07/18/ 10:23:54::530,67188,2.65
2023/07/18/ 10:23:54::554,67214,2.52
2023/07/18/ 10:23:54::575,67239,2.40
2023/07/18/ 10:23:54::617,67265,2.70
2023/07/18/ 10:23:54::633,67292,2.56
2023/07/18/ 10:23:54::656,67317,2.70
2023/07/18/ 10:23:54::678,67343,2.39
2023/07/18/ 10:23:54::715,67368,2.56
2023/07/18/ 10:23:54::738,67394,2.58
2023/07/18/ 10:23:54::757,67420,2.65
2023/07/18/ 10:23:54::787,67445,2.83
2023/07/18/ 10:23:54::805,67471,2.80
2023/07/18/ 10:23:54::845,67496,2.79
2023/07/18/ 10:23:54::860,67522,2.27
2023/07/18/ 10:23:54::885,67548,2.85
2023/07/18/ 10:23:54::909,67573,2.96
2023/07/18/ 10:23:54::943,67600,2.63
2023/07/18/ 10:23:54::962,67625,2.63
2023/07/18/ 10:23:54::984,67651,2.77
2023/07/18/ 10:23:55::021,67677,2.56
2023/07/18/ 10:23:55::057,67702,2.59
2023/07/18/ 10:23:55::065,67728,2.51
2023/07/18/ 10:23:55::088,67753,2.64
2023/07/18/ 10:23:55::120,67779,2.46
2023/07/18/ 10:23:55::144,67805,2.52
2023/07/18/ 10:23:55::170,67830,2.43
2023/07/18/ 10:23:55::193,67856,2.43
2023/07/18/ 10:23:55::222,67881,2.47
2023/07/18/ 10:23:55::245,67907,3.00
2023/07/18/ 10:23:55::271,67934,2.40
2023/07/18/ 10:23:55::294,67959,2.61
2023/07/18/ 10:23:55::322,67985,2.55
2023/07/18/ 10:23:55::350,68011,2.43
2023/07/18/ 10:23:55::381,68036,2.47
2023/07/18/ 10:23:55::395,68062,2.38
2023/07/18/ 10:23:55::427,68087,2.53
2023/07/18/ 10:23:55::450,68113,2.67
2023/07/18/ 10:23:55::498,68139,2.18
2023/07/18/ 10:23:55::507,68164,2.64
2023/07/18/ 10:23:55::525,68190,2.07
2023/07/18/ 10:23:55::552,68215,2.55
2023/07/18/ 10:23:55::576,68242,2.56
2023/07/18/ 10:23:55::610,68268,2.48
2023/07/18/ 10:23:55::631,68293,2.54
2023/07/18/ 10:23:55::654,68319,2.34
2023/07/18/ 10:23:55::681,68344,2.45
2023/07/18/ 10:23:55::710,68370,2.67
2023/07/18/ 10:23:55::733,68396,2.60
2023/07/18/ 10:23:55::757,68421,2.34
2023/07/18/ 10:23:55::784,68447,2.37
2023/07/18/ 10:23:55::818,68472,2.46
2023/07/18/ 10:23:55::833,68498,2.53
2023/07/18/ 10:23:55::857,68524,2.50
2023/07/18/ 10:23:55::892,68549,2.70
2023/07/18/ 10:23:55::921,68576,2.52
2023/07/18/ 10:23:55::937,68601,2.20
2023/07/18/ 10:23:55::961,68627,2.59
2023/07/18/ 10:23:55::994,68653,2.52
2023/07/18/ 10:23:56::014,68678,2.44
2023/07/18/ 10:23:56::041,68704,2.55
2023/07/18/ 10:23:56::063,68729,2.67
2023/07/18/ 10:23:56::094,68755,2.35
2023/07/18/ 10:23:56::118,68781,2.71
2023/07/18/ 10:23:56::144,68806,2.73
2023/07/18/ 10:23:56::167,68832,2.64
2023/07/18/ 10:23:56::198,68857,2.81
2023/07/18/ 10:23:56::218,68884,2.50
2023/07/18/ 10:23:56::248,68910,2.43
2023/07/18/ 10:23:56::268,68935,2.52
2023/07/18/ 10:23:56::301,68961,2.35
2023/07/18/ 10:23:56::323,68986,2.50
2023/07/18/ 10:23:56::371,69012,2.86
2023/07/18/ 10:23:56::380,69038,2.49
2023/07/18/ 10:23:56::399,69063,2.40
2023/07/18/ 10:23:56::422,69089,2.59
2023/07/18/ 10:23:56::450,69114,2.45
2023/07/18/ 10:23:56::479,69140,2.35
2023/07/18/ 10:23:56::502,69166,2.77
2023/07/18/ 10:23:56::525,69191,2.60
2023/07/18/ 10:23:56::552,69218,2.62
2023/07/18/ 10:23:56::585,69243,2.97
2023/07/18/ 10:23:56::611,69269,2.32
2023/07/18/ 10:23:56::629,69295,2.20
2023/07/18/ 10:23:56::655,69320,2.50
2023/07/18/ 10:23:56::693,69346,2.61
2023/07/18/ 10:23:56::708,69371,2.77
2023/07/18/ 10:23:56::733,69397,2.32
2023/07/18/ 10:23:56::756,69423,2.39
2023/07/18/ 10:23:56::789,69448,2.42
2023/07/18/ 10:23:56::819,69474,2.49
2023/07/18/ 10:23:56::835,69499,2.35
2023/07/18/ 10:23:56::865,69526,2.56
2023/07/18/ 10:23:56::889,69552,2.48
2023/07/18/ 10:23:56::914,69577,2.71
2023/07/18/ 10:23:56::936,69603,2.70
2023/07/18/ 10:23:56::968,69628,2.53
2023/07/18/ 10:23:56::989,69654,2.31
2023/07/18/ 10:23:57::015,69680,2.52
2023/07/18/ 10:23:57::037,69705,2.65
2023/07/18/ 10:23:57::072,69731,2.50
2023/07/18/ 10:23:57::092,69756,2.47
2023/07/18/ 10:23:57::125,69782,2.70
2023/07/18/ 10:23:57::142,69808,2.55
2023/07/18/ 10:23:57::171,69834,2.53
2023/07/18/ 10:23:57::196,69860,2.51
2023/07/18/ 10:23:57::220,69885,2.44
2023/07/18/ 10:23:57::252,69911,2.51
2023/07/18/ 10:23:57::274,69937,2.69
2023/07/18/ 10:23:57::297,69962,2.83
2023/07/18/ 10:23:57::320,69988,2.74
2023/07/18/ 10:23:57::355,70013,2.81
2023/07/18/ 10:23:57::376,70039,2.63
2023/07/18/ 10:23:57::400,70065,2.32
2023/07/18/ 10:23:57::423,70090,2.57
2023/07/18/ 10:23:57::458,70116,2.59
2023/07/18/ 10:23:57::485,70142,2.41
2023/07/18/ 10:23:57::503,70168,2.79
2023/07/18/ 10:23:57::524,70194,2.89
2023/07/18/ 10:23:57::568,70219,2.77
2023/07/18/ 10:23:57::581,70245,2.36
2023/07/18/ 10:23:57::604,70270,2.37
2023/07/18/ 10:23:57::628,70296,2.77
2023/07/18/ 10:23:57::660,70322,2.60
2023/07/18/ 10:23:57::688,70347,2.17
2023/07/18/ 10:23:57::706,70373,2.54
2023/07/18/ 10:23:57::739,70398,2.34
2023/07/18/ 10:23:57::760,70424,2.03
2023/07/18/ 10:23:57::787,70451,2.55
2023/07/18/ 10:23:57::810,70476,2.93
2023/07/18/ 10:23:57::840,70502,2.70
2023/07/18/ 10:23:57::860,70528,2.33
2023/07/18/ 10:23:57::894,70553,2.56
2023/07/18/ 10:23:57::917,70579,2.44
2023/07/18/ 10:23:57::943,70604,2.73
2023/07/18/ 10:23:57::962,70630,2.66
2023/07/18/ 10:23:58::018,70656,2.76
2023/07/18/ 10:23:58::018,70681,2.59
2023/07/18/ 10:23:58::047,70707,2.61
2023/07/18/ 10:23:58::069,70732,2.41
2023/07/18/ 10:23:58::093,70758,2.75
2023/07/18/ 10:23:58::124,70785,2.63
2023/07/18/ 10:23:58::144,70810,2.77
2023/07/18/ 10:23:58::171,70836,2.17
2023/07/18/ 10:23:58::194,70861,2.60
2023/07/18/ 10:23:58::228,70887,2.83
2023/07/18/ 10:23:58::248,70913,2.65
2023/07/18/ 10:23:58::273,70938,2.55
2023/07/18/ 10:23:58::296,70964,2.66
2023/07/18/ 10:23:58::332,70989,2.39
2023/07/18/ 10:23:58::357,71015,2.27
2023/07/18/ 10:23:58::374,71041,2.46
2023/07/18/ 10:23:58::398,71066,2.69
2023/07/18/ 10:23:58::431,71093,2.63
2023/07/18/ 10:23:58::456,71118,2.69
2023/07/18/ 10:23:58::481,71144,2.39
2023/07/18/ 10:23:58::501,71170,2.43
2023/07/18/ 10:23:58::536,71195,2.77
2023/07/18/ 10:23:58::559,71221,2.54
2023/07/18/ 10:23:58::580,71246,2.52
2023/07/18/ 10:23:58::612,71272,2.57
2023/07/18/ 10:23:58::633,71298,2.82
2023/07/18/ 10:23:58::661,71323,2.70
2023/07/18/ 10:23:58::682,71349,2.89
2023/07/18/ 10:23:58::715,71374,2.43
2023/07/18/ 10:23:58::736,71401,2.35
2023/07/18/ 10:23:58::769,71427,2.35
2023/07/18/ 10:23:58::784,71452,2.89
2023/07/18/ 10:23:58::816,71478,2.62
2023/07/18/ 10:23:58::836,71503,2.68
2023/07/18/ 10:23:58::879,71529,2.98
2023/07/18/ 10:23:58::885,71555,2.54
2023/07/18/ 10:23:58::920,71580,2.83
2023/07/18/ 10:23:58::941,71606,2.52
2023/07/18/ 10:23:58::964,71631,2.39
2023/07/18/ 10:23:59::003,71657,2.49
2023/07/18/ 10:23:59::018,71683,2.96
2023/07/18/ 10:23:59::043,71709,2.64
2023/07/18/ 10:23:59::068,71735,2.45
2023/07/18/ 10:23:59::100,71760,2.44
2023/07/18/ 10:23:59::118,71786,2.76
2023/07/18/ 10:23:59::144,71812,2.43
2023/07/18/ 10:23:59::169,71837,2.84
2023/07/18/ 10:23:59::206,71863,2.36
2023/07/18/ 10:23:59::225,71888,2.74
2023/07/18/ 10:23:59::248,71914,2.51
2023/07/18/ 10:23:59::270,71940,2.35
2023/07/18/ 10:23:59::302,71965,2.53
2023/07/18/ 10:23:59::326,71991,2.55
2023/07/18/ 10:23:59::351,72017,2.70
2023/07/18/ 10:23:59::371,72043,2.66
2023/07/18/ 10:23:59::407,72069,2.64
2023/07/18/ 10:23:59::436,72094,2.54
2023/07/18/ 10:23:59::452,72120,2.39
2023/07/18/ 10:23:59::483,72145,2.57
2023/07/18/ 10:23:59::504,72171,2.59
2023/07/18/ 10:23:59::535,72197,2.61
2023/07/18/ 10:23:59::553,72222,2.90
2023/07/18/ 10:23:59::586,72248,2.30
2023/07/18/ 10:23:59::609,72273,2.55
2023/07/18/ 10:23:59::649,72299,2.57
2023/07/18/ 10:23:59::656,72325,2.33
2023/07/18/ 10:23:59::689,72351,2.62
2023/07/18/ 10:23:59::708,72377,2.80
2023/07/18/ 10:23:59::733,72402,2.32
2023/07/18/ 10:23:59::761,72428,2.42
2023/07/18/ 10:23:59::790,72454,2.37
2023/07/18/ 10:23:59::812,72479,2.88
2023/07/18/ 10:23:59::836,72505,2.62
2023/07/18/ 10:23:59::868,72530,2.47
2023/07/18/ 10:23:59::892,72556,2.60
2023/07/18/ 10:23:59::915,72582,2.39
2023/07/18/ 10:23:59::940,72607,2.64
2023/07/18/ 10:23:59::987,72633,2.60
2023/07/18/ 10:23:59::995,72659,2.59
2023/07/18/ 10:24:00::018,72685,2.54
